Source_File,Word
APEUni_Advanced_Vocab,energy
APEUni_Advanced_Vocab,responsible
APEUni_Advanced_Vocab,conclusion
APEUni_Advanced_Vocab,ethnic
APEUni_Advanced_Vocab,spice
APEUni_Advanced_Vocab,output
APEUni_Advanced_Vocab,potential
APEUni_Advanced_Vocab,knowledge
APEUni_Advanced_Vocab,hypothesis
APEUni_Advanced_Vocab,pale
APEUni_Advanced_Vocab,plain
APEUni_Advanced_Vocab,desperate
APEUni_Advanced_Vocab,strength
APEUni_Advanced_Vocab,association
APEUni_Advanced_Vocab,postgraduate
APEUni_Advanced_Vocab,poverty
APEUni_Advanced_Vocab,division
APEUni_Advanced_Vocab,strategy
APEUni_Advanced_Vocab,management
APEUni_Advanced_Vocab,ritual
APEUni_Advanced_Vocab,analysis
APEUni_Advanced_Vocab,language
APEUni_Advanced_Vocab,beneath
APEUni_Advanced_Vocab,length
APEUni_Advanced_Vocab,contrary
APEUni_Advanced_Vocab,semester
APEUni_Advanced_Vocab,achievement
APEUni_Advanced_Vocab,radical
APEUni_Advanced_Vocab,slave
APEUni_Advanced_Vocab,scope
APEUni_Advanced_Vocab,convince
APEUni_Advanced_Vocab,measure
APEUni_Advanced_Vocab,strengthen
APEUni_Advanced_Vocab,wealth
APEUni_Advanced_Vocab,powerful
APEUni_Advanced_Vocab,magnitude
APEUni_Advanced_Vocab,Shakespeare
APEUni_Advanced_Vocab,career
APEUni_Advanced_Vocab,modern
APEUni_Advanced_Vocab,equivalent
APEUni_Advanced_Vocab,motor
APEUni_Advanced_Vocab,promise
APEUni_Advanced_Vocab,optimistic
APEUni_Advanced_Vocab,puzzle
APEUni_Advanced_Vocab,relative
APEUni_Advanced_Vocab,virtually
APEUni_Advanced_Vocab,fossil
APEUni_Advanced_Vocab,posture
APEUni_Advanced_Vocab,hip
APEUni_Advanced_Vocab,bend
APEUni_Advanced_Vocab,survive
APEUni_Advanced_Vocab,alliance
APEUni_Advanced_Vocab,protection
APEUni_Advanced_Vocab,exchange
APEUni_Advanced_Vocab,grand
APEUni_Advanced_Vocab,specific
APEUni_Advanced_Vocab,subject
APEUni_Advanced_Vocab,debate
APEUni_Advanced_Vocab,evidence
APEUni_Advanced_Vocab,establish
APEUni_Advanced_Vocab,similar
APEUni_Advanced_Vocab,twin
APEUni_Advanced_Vocab,propose
APEUni_Advanced_Vocab,publication
APEUni_Advanced_Vocab,astrophysical
APEUni_Advanced_Vocab,journal
APEUni_Advanced_Vocab,influence
APEUni_Advanced_Vocab,extent
APEUni_Advanced_Vocab,judge
APEUni_Advanced_Vocab,rely
APEUni_Advanced_Vocab,focus
APEUni_Advanced_Vocab,external
APEUni_Advanced_Vocab,promote
APEUni_Advanced_Vocab,style
APEUni_Advanced_Vocab,negative
APEUni_Advanced_Vocab,recruit
APEUni_Advanced_Vocab,alphabet
APEUni_Advanced_Vocab,spell
APEUni_Advanced_Vocab,despite
APEUni_Advanced_Vocab,performance
APEUni_Advanced_Vocab,requirement
APEUni_Advanced_Vocab,healthy
APEUni_Advanced_Vocab,environment
APEUni_Advanced_Vocab,resource
APEUni_Advanced_Vocab,material
APEUni_Advanced_Vocab,medical
APEUni_Advanced_Vocab,faculty
APEUni_Advanced_Vocab,travel
APEUni_Advanced_Vocab,significance
APEUni_Advanced_Vocab,represent
APEUni_Advanced_Vocab,aspect
APEUni_Advanced_Vocab,average
APEUni_Advanced_Vocab,loan
APEUni_Advanced_Vocab,tuition
APEUni_Advanced_Vocab,workforce
APEUni_Advanced_Vocab,criticism
APEUni_Advanced_Vocab,competition
APEUni_Advanced_Vocab,participate
APEUni_Advanced_Vocab,discussion
APEUni_Advanced_Vocab,fame
APEUni_Advanced_Vocab,compliment
APEUni_Advanced_Vocab,widely
APEUni_Advanced_Vocab,series
APEUni_Advanced_Vocab,wild
APEUni_Advanced_Vocab,huge
APEUni_Advanced_Vocab,passenger
APEUni_Advanced_Vocab,hind
APEUni_Advanced_Vocab,type
APEUni_Advanced_Vocab,methodology
APEUni_Advanced_Vocab,suitable
APEUni_Advanced_Vocab,project
APEUni_Advanced_Vocab,questionnaire
APEUni_Advanced_Vocab,survey
APEUni_Advanced_Vocab,quantitative
APEUni_Advanced_Vocab,interview
APEUni_Advanced_Vocab,qualitative
APEUni_Advanced_Vocab,purpose
APEUni_Advanced_Vocab,option
APEUni_Advanced_Vocab,relatively
APEUni_Advanced_Vocab,temperature
APEUni_Advanced_Vocab,dangerous
APEUni_Advanced_Vocab,patient
APEUni_Advanced_Vocab,drink
APEUni_Advanced_Vocab,method
APEUni_Advanced_Vocab,smoke
APEUni_Advanced_Vocab,unlikely
APEUni_Advanced_Vocab,widespread
APEUni_Advanced_Vocab,acceptance
APEUni_Advanced_Vocab,criminal
APEUni_Advanced_Vocab,regulation
APEUni_Advanced_Vocab,vary
APEUni_Advanced_Vocab,definition
APEUni_Advanced_Vocab,employ
APEUni_Advanced_Vocab,legislation
APEUni_Advanced_Vocab,define
APEUni_Advanced_Vocab,substance
APEUni_Advanced_Vocab,loose
APEUni_Advanced_Vocab,welfare
APEUni_Advanced_Vocab,refer
APEUni_Advanced_Vocab,comparison
APEUni_Advanced_Vocab,regard
APEUni_Advanced_Vocab,universal
APEUni_Advanced_Vocab,region
APEUni_Advanced_Vocab,obtain
APEUni_Advanced_Vocab,newspaper
APEUni_Advanced_Vocab,realize
APEUni_Advanced_Vocab,discover
APEUni_Advanced_Vocab,explanation
APEUni_Advanced_Vocab,characteristic
APEUni_Advanced_Vocab,galaxy
APEUni_Advanced_Vocab,statistics
APEUni_Advanced_Vocab,teach
APEUni_Advanced_Vocab,transformation
APEUni_Advanced_Vocab,variable
APEUni_Advanced_Vocab,select
APEUni_Advanced_Vocab,statistical
APEUni_Advanced_Vocab,analyse
APEUni_Advanced_Vocab,advancement
APEUni_Advanced_Vocab,arduous
APEUni_Advanced_Vocab,task
APEUni_Advanced_Vocab,doctor
APEUni_Advanced_Vocab,practice
APEUni_Advanced_Vocab,medicine
APEUni_Advanced_Vocab,balance
APEUni_Advanced_Vocab,motivate
APEUni_Advanced_Vocab,diverse
APEUni_Advanced_Vocab,legal
APEUni_Advanced_Vocab,cheerful
APEUni_Advanced_Vocab,attention
APEUni_Advanced_Vocab,enhance
APEUni_Advanced_Vocab,concentration
APEUni_Advanced_Vocab,speed
APEUni_Advanced_Vocab,metabolism
APEUni_Advanced_Vocab,rational
APEUni_Advanced_Vocab,box
APEUni_Advanced_Vocab,tool
APEUni_Advanced_Vocab,science
APEUni_Advanced_Vocab,precise
APEUni_Advanced_Vocab,divide
APEUni_Advanced_Vocab,hemisphere
APEUni_Advanced_Vocab,function
APEUni_Advanced_Vocab,creative
APEUni_Advanced_Vocab,logical
APEUni_Advanced_Vocab,tendency
APEUni_Advanced_Vocab,tend
APEUni_Advanced_Vocab,period
APEUni_Advanced_Vocab,crowd
APEUni_Advanced_Vocab,global
APEUni_Advanced_Vocab,warm
APEUni_Advanced_Vocab,atmosphere
APEUni_Advanced_Vocab,trend
APEUni_Advanced_Vocab,environmental
APEUni_Advanced_Vocab,governmental
APEUni_Advanced_Vocab,worldwide
APEUni_Advanced_Vocab,greenhouse
APEUni_Advanced_Vocab,personnel
APEUni_Advanced_Vocab,target
APEUni_Advanced_Vocab,datum
APEUni_Advanced_Vocab,steal
APEUni_Advanced_Vocab,investigator
APEUni_Advanced_Vocab,Republican
APEUni_Advanced_Vocab,candidate
APEUni_Advanced_Vocab,sharp
APEUni_Advanced_Vocab,politics
APEUni_Advanced_Vocab,response
APEUni_Advanced_Vocab,reduction
APEUni_Advanced_Vocab,emission
APEUni_Advanced_Vocab,burn
APEUni_Advanced_Vocab,replace
APEUni_Advanced_Vocab,electrical
APEUni_Advanced_Vocab,efficient
APEUni_Advanced_Vocab,urban
APEUni_Advanced_Vocab,terrain
APEUni_Advanced_Vocab,illegal
APEUni_Advanced_Vocab,crime
APEUni_Advanced_Vocab,export
APEUni_Advanced_Vocab,lenient
APEUni_Advanced_Vocab,model
APEUni_Advanced_Vocab,evolve
APEUni_Advanced_Vocab,interpretation
APEUni_Advanced_Vocab,bear
APEUni_Advanced_Vocab,delineate
APEUni_Advanced_Vocab,originate
APEUni_Advanced_Vocab,revolution
APEUni_Advanced_Vocab,skilled
APEUni_Advanced_Vocab,organize
APEUni_Advanced_Vocab,improvement
APEUni_Advanced_Vocab,engage
APEUni_Advanced_Vocab,necessary
APEUni_Advanced_Vocab,fascinate
APEUni_Advanced_Vocab,magnificent
APEUni_Advanced_Vocab,metropolitan
APEUni_Advanced_Vocab,museum
APEUni_Advanced_Vocab,flow
APEUni_Advanced_Vocab,object
APEUni_Advanced_Vocab,lie
APEUni_Advanced_Vocab,locate
APEUni_Advanced_Vocab,cluster
APEUni_Advanced_Vocab,climate
APEUni_Advanced_Vocab,improve
APEUni_Advanced_Vocab,reveal
APEUni_Advanced_Vocab,reform
APEUni_Advanced_Vocab,rank
APEUni_Advanced_Vocab,donor
APEUni_Advanced_Vocab,complain
APEUni_Advanced_Vocab,grind
APEUni_Advanced_Vocab,dependent
APEUni_Advanced_Vocab,structure
APEUni_Advanced_Vocab,challenge
APEUni_Advanced_Vocab,complex
APEUni_Advanced_Vocab,certainly
APEUni_Advanced_Vocab,impressive
APEUni_Advanced_Vocab,coastal
APEUni_Advanced_Vocab,importance
APEUni_Advanced_Vocab,capability
APEUni_Advanced_Vocab,retain
APEUni_Advanced_Vocab,nutrient
APEUni_Advanced_Vocab,maintain
APEUni_Advanced_Vocab,flood
APEUni_Advanced_Vocab,contain
APEUni_Advanced_Vocab,collapse
APEUni_Advanced_Vocab,store
APEUni_Advanced_Vocab,welcome
APEUni_Advanced_Vocab,device
APEUni_Advanced_Vocab,personal
APEUni_Advanced_Vocab,assistant
APEUni_Advanced_Vocab,application
APEUni_Advanced_Vocab,commercial
APEUni_Advanced_Vocab,location
APEUni_Advanced_Vocab,tie
APEUni_Advanced_Vocab,zone
APEUni_Advanced_Vocab,message
APEUni_Advanced_Vocab,prove
APEUni_Advanced_Vocab,separate
APEUni_Advanced_Vocab,item
APEUni_Advanced_Vocab,content
APEUni_Advanced_Vocab,instruction
APEUni_Advanced_Vocab,express
APEUni_Advanced_Vocab,convey
APEUni_Advanced_Vocab,correct
APEUni_Advanced_Vocab,relation
APEUni_Advanced_Vocab,conversation
APEUni_Advanced_Vocab,integrate
APEUni_Advanced_Vocab,key
APEUni_Advanced_Vocab,space
APEUni_Advanced_Vocab,historian
APEUni_Advanced_Vocab,character
APEUni_Advanced_Vocab,medieval
APEUni_Advanced_Vocab,sympathy
APEUni_Advanced_Vocab,entertainment
APEUni_Advanced_Vocab,adapt
APEUni_Advanced_Vocab,benefit
APEUni_Advanced_Vocab,introduce
APEUni_Advanced_Vocab,exam
APEUni_Advanced_Vocab,concept
APEUni_Advanced_Vocab,possibility
APEUni_Advanced_Vocab,integration
APEUni_Advanced_Vocab,increasingly
APEUni_Advanced_Vocab,emerge
APEUni_Advanced_Vocab,relate
APEUni_Advanced_Vocab,competitive
APEUni_Advanced_Vocab,useful
APEUni_Advanced_Vocab,essential
APEUni_Advanced_Vocab,settle
APEUni_Advanced_Vocab,perceive
APEUni_Advanced_Vocab,quality
APEUni_Advanced_Vocab,participant
APEUni_Advanced_Vocab,pick
APEUni_Advanced_Vocab,significant
APEUni_Advanced_Vocab,inevitable
APEUni_Advanced_Vocab,outcome
APEUni_Advanced_Vocab,Parliament
APEUni_Advanced_Vocab,crucial
APEUni_Advanced_Vocab,ancient
APEUni_Advanced_Vocab,occur
APEUni_Advanced_Vocab,planet
APEUni_Advanced_Vocab,channel
APEUni_Advanced_Vocab,contrast
APEUni_Advanced_Vocab,recognize
APEUni_Advanced_Vocab,successful
APEUni_Advanced_Vocab,ride
APEUni_Advanced_Vocab,park
APEUni_Advanced_Vocab,safety
APEUni_Advanced_Vocab,technology
APEUni_Advanced_Vocab,gear
APEUni_Advanced_Vocab,physical
APEUni_Advanced_Vocab,immune
APEUni_Advanced_Vocab,bacteria
APEUni_Advanced_Vocab,virus
APEUni_Advanced_Vocab,culture
APEUni_Advanced_Vocab,belief
APEUni_Advanced_Vocab,network
APEUni_Advanced_Vocab,guide
APEUni_Advanced_Vocab,shift
APEUni_Advanced_Vocab,sleep
APEUni_Advanced_Vocab,double
APEUni_Advanced_Vocab,risk
APEUni_Advanced_Vocab,impact
APEUni_Advanced_Vocab,heavily
APEUni_Advanced_Vocab,hunt
APEUni_Advanced_Vocab,photograph
APEUni_Advanced_Vocab,avoid
APEUni_Advanced_Vocab,hike
APEUni_Advanced_Vocab,predator
APEUni_Advanced_Vocab,dolphin
APEUni_Advanced_Vocab,sociable
APEUni_Advanced_Vocab,reproduce
APEUni_Advanced_Vocab,threat
APEUni_Advanced_Vocab,western
APEUni_Advanced_Vocab,rich
APEUni_Advanced_Vocab,Empire
APEUni_Advanced_Vocab,marine
APEUni_Advanced_Vocab,biologist
APEUni_Advanced_Vocab,coastline
APEUni_Advanced_Vocab,collect
APEUni_Advanced_Vocab,vital
APEUni_Advanced_Vocab,particular
APEUni_Advanced_Vocab,population
APEUni_Advanced_Vocab,sail
APEUni_Advanced_Vocab,exist
APEUni_Advanced_Vocab,pollution
APEUni_Advanced_Vocab,station
APEUni_Advanced_Vocab,economics
APEUni_Advanced_Vocab,pure
APEUni_Advanced_Vocab,narrative
APEUni_Advanced_Vocab,detail
APEUni_Advanced_Vocab,village
APEUni_Advanced_Vocab,flag
APEUni_Advanced_Vocab,identify
APEUni_Advanced_Vocab,status
APEUni_Advanced_Vocab,resemble
APEUni_Advanced_Vocab,size
APEUni_Advanced_Vocab,indication
APEUni_Advanced_Vocab,owner
APEUni_Advanced_Vocab,historically
APEUni_Advanced_Vocab,estimate
APEUni_Advanced_Vocab,visual
APEUni_Advanced_Vocab,image
APEUni_Advanced_Vocab,accurate
APEUni_Advanced_Vocab,expensive
APEUni_Advanced_Vocab,due
APEUni_Advanced_Vocab,syndrome
APEUni_Advanced_Vocab,habitat
APEUni_Advanced_Vocab,abundance
APEUni_Advanced_Vocab,forest
APEUni_Advanced_Vocab,density
APEUni_Advanced_Vocab,agriculture
APEUni_Advanced_Vocab,publish
APEUni_Advanced_Vocab,ecology
APEUni_Advanced_Vocab,initial
APEUni_Advanced_Vocab,collide
APEUni_Advanced_Vocab,tissue
APEUni_Advanced_Vocab,burst
APEUni_Advanced_Vocab,maximum
APEUni_Advanced_Vocab,author
APEUni_Advanced_Vocab,cheap
APEUni_Advanced_Vocab,flexible
APEUni_Advanced_Vocab,switch
APEUni_Advanced_Vocab,mark
APEUni_Advanced_Vocab,link
APEUni_Advanced_Vocab,formation
APEUni_Advanced_Vocab,damage
APEUni_Advanced_Vocab,earthquake
APEUni_Advanced_Vocab,predict
APEUni_Advanced_Vocab,strike
APEUni_Advanced_Vocab,resident
APEUni_Advanced_Vocab,significantly
APEUni_Advanced_Vocab,trust
APEUni_Advanced_Vocab,dividend
APEUni_Advanced_Vocab,Goal
APEUni_Advanced_Vocab,maximization
APEUni_Advanced_Vocab,throw
APEUni_Advanced_Vocab,perspective
APEUni_Advanced_Vocab,currency
APEUni_Advanced_Vocab,manipulator
APEUni_Advanced_Vocab,expert
APEUni_Advanced_Vocab,basis
APEUni_Advanced_Vocab,impose
APEUni_Advanced_Vocab,layer
APEUni_Advanced_Vocab,bind
APEUni_Advanced_Vocab,magnetic
APEUni_Advanced_Vocab,polarity
APEUni_Advanced_Vocab,platinum
APEUni_Advanced_Vocab,propulsion
APEUni_Advanced_Vocab,react
APEUni_Advanced_Vocab,oxygen
APEUni_Advanced_Vocab,tube
APEUni_Advanced_Vocab,timely
APEUni_Advanced_Vocab,spirit
APEUni_Advanced_Vocab,television
APEUni_Advanced_Vocab,workable
APEUni_Advanced_Vocab,simple
APEUni_Advanced_Vocab,schedule
APEUni_Advanced_Vocab,involve
APEUni_Advanced_Vocab,indoor
APEUni_Advanced_Vocab,undesirable
APEUni_Advanced_Vocab,choice
APEUni_Advanced_Vocab,vast
APEUni_Advanced_Vocab,original
APEUni_Advanced_Vocab,audience
APEUni_Advanced_Vocab,implication
APEUni_Advanced_Vocab,democracy
APEUni_Advanced_Vocab,strive
APEUni_Advanced_Vocab,technological
APEUni_Advanced_Vocab,restrict
APEUni_Advanced_Vocab,appliance
APEUni_Advanced_Vocab,entity
APEUni_Advanced_Vocab,journalism
APEUni_Advanced_Vocab,site
APEUni_Advanced_Vocab,update
APEUni_Advanced_Vocab,famous
APEUni_Advanced_Vocab,correspondent
APEUni_Advanced_Vocab,topic
APEUni_Advanced_Vocab,affair
APEUni_Advanced_Vocab,lean
APEUni_Advanced_Vocab,demonstrate
APEUni_Advanced_Vocab,unique
APEUni_Advanced_Vocab,everyone
APEUni_Advanced_Vocab,wear
APEUni_Advanced_Vocab,article
APEUni_Advanced_Vocab,clothe
APEUni_Advanced_Vocab,versatility
APEUni_Advanced_Vocab,creature
APEUni_Advanced_Vocab,impossible
APEUni_Advanced_Vocab,true
APEUni_Advanced_Vocab,origin
APEUni_Advanced_Vocab,trace
APEUni_Advanced_Vocab,scale
APEUni_Advanced_Vocab,disguise
APEUni_Advanced_Vocab,search
APEUni_Advanced_Vocab,crisis
APEUni_Advanced_Vocab,suffer
APEUni_Advanced_Vocab,confidence
APEUni_Advanced_Vocab,arise
APEUni_Advanced_Vocab,solution
APEUni_Advanced_Vocab,computer
APEUni_Advanced_Vocab,refine
APEUni_Advanced_Vocab,disaster
APEUni_Advanced_Vocab,organization
APEUni_Advanced_Vocab,various
APEUni_Advanced_Vocab,incident
APEUni_Advanced_Vocab,criteria
APEUni_Advanced_Vocab,implement
APEUni_Advanced_Vocab,thesis
APEUni_Advanced_Vocab,formulate
APEUni_Advanced_Vocab,drop
APEUni_Advanced_Vocab,holiday
APEUni_Advanced_Vocab,feature
APEUni_Advanced_Vocab,heart
APEUni_Advanced_Vocab,eventually
APEUni_Advanced_Vocab,spread
APEUni_Advanced_Vocab,tradition
APEUni_Advanced_Vocab,master
APEUni_Advanced_Vocab,degree
APEUni_Advanced_Vocab,temporary
APEUni_Advanced_Vocab,skill
APEUni_Advanced_Vocab,manager
APEUni_Advanced_Vocab,expenditure
APEUni_Advanced_Vocab,ensure
APEUni_Advanced_Vocab,appropriate
APEUni_Advanced_Vocab,conflict
APEUni_Advanced_Vocab,globalization
APEUni_Advanced_Vocab,explosion
APEUni_Advanced_Vocab,connect
APEUni_Advanced_Vocab,garden
APEUni_Advanced_Vocab,precious
APEUni_Advanced_Vocab,expand
APEUni_Advanced_Vocab,horizon
APEUni_Advanced_Vocab,comedy
APEUni_Advanced_Vocab,creativity
APEUni_Advanced_Vocab,hire
APEUni_Advanced_Vocab,salary
APEUni_Advanced_Vocab,dramatically
APEUni_Advanced_Vocab,gender
APEUni_Advanced_Vocab,outperform
APEUni_Advanced_Vocab,domestic
APEUni_Advanced_Vocab,intensive
APEUni_Advanced_Vocab,rehearsal
APEUni_Advanced_Vocab,illness
APEUni_Advanced_Vocab,overlook
APEUni_Advanced_Vocab,divorce
APEUni_Advanced_Vocab,invention
APEUni_Advanced_Vocab,household
APEUni_Advanced_Vocab,heat
APEUni_Advanced_Vocab,deposit
APEUni_Advanced_Vocab,native
APEUni_Advanced_Vocab,renowned
APEUni_Advanced_Vocab,render
APEUni_Advanced_Vocab,expectation
APEUni_Advanced_Vocab,opt
APEUni_Advanced_Vocab,engineer
APEUni_Advanced_Vocab,indigenous
APEUni_Advanced_Vocab,conscious
APEUni_Advanced_Vocab,raw
APEUni_Advanced_Vocab,attribute
APEUni_Advanced_Vocab,considerably
APEUni_Advanced_Vocab,recommend
APEUni_Advanced_Vocab,prestigious
APEUni_Advanced_Vocab,contract
APEUni_Advanced_Vocab,vehicle
APEUni_Advanced_Vocab,mention
APEUni_Advanced_Vocab,website
APEUni_Advanced_Vocab,field
APEUni_Advanced_Vocab,british
APEUni_Advanced_Vocab,universe
APEUni_Advanced_Vocab,wheelchair
APEUni_Advanced_Vocab,aware
APEUni_Advanced_Vocab,serve
APEUni_Advanced_Vocab,garage
APEUni_Advanced_Vocab,explain
APEUni_Advanced_Vocab,plagiarism
APEUni_Advanced_Vocab,meat
APEUni_Advanced_Vocab,skeleton
APEUni_Advanced_Vocab,mammal
APEUni_Advanced_Vocab,fad
APEUni_Advanced_Vocab,tourism
APEUni_Advanced_Vocab,minimize
APEUni_Advanced_Vocab,overseas
APEUni_Advanced_Vocab,visitor
APEUni_Advanced_Vocab,theory
APEUni_Advanced_Vocab,generation
APEUni_Advanced_Vocab,survival
APEUni_Advanced_Vocab,individual
APEUni_Advanced_Vocab,suit
APEUni_Advanced_Vocab,higher
APEUni_Advanced_Vocab,chemical
APEUni_Advanced_Vocab,sediment
APEUni_Advanced_Vocab,toxic
APEUni_Advanced_Vocab,table
APEUni_Advanced_Vocab,institution
APEUni_Advanced_Vocab,display
APEUni_Advanced_Vocab,aquarium
APEUni_Advanced_Vocab,primarily
APEUni_Advanced_Vocab,exotic
APEUni_Advanced_Vocab,weight
APEUni_Advanced_Vocab,captivity
APEUni_Advanced_Vocab,cloud
APEUni_Advanced_Vocab,distinct
APEUni_Advanced_Vocab,category
APEUni_Advanced_Vocab,nimbus
APEUni_Advanced_Vocab,shape
APEUni_Advanced_Vocab,weather
APEUni_Advanced_Vocab,generate
APEUni_Advanced_Vocab,surface
APEUni_Advanced_Vocab,wing
APEUni_Advanced_Vocab,flap
APEUni_Advanced_Vocab,effectively
APEUni_Advanced_Vocab,associate
APEUni_Advanced_Vocab,reception
APEUni_Advanced_Vocab,rend
APEUni_Advanced_Vocab,proper
APEUni_Advanced_Vocab,knot
APEUni_Advanced_Vocab,lure
APEUni_Advanced_Vocab,mission
APEUni_Advanced_Vocab,prerequisite
APEUni_Advanced_Vocab,so-called
APEUni_Advanced_Vocab,professional
APEUni_Advanced_Vocab,popular
APEUni_Advanced_Vocab,rare
APEUni_Advanced_Vocab,nature
APEUni_Advanced_Vocab,chronic
APEUni_Advanced_Vocab,disease
APEUni_Advanced_Vocab,joint
APEUni_Advanced_Vocab,exercise
APEUni_Advanced_Vocab,routine
APEUni_Advanced_Vocab,senate
APEUni_Advanced_Vocab,respect
APEUni_Advanced_Vocab,opportunity
APEUni_Advanced_Vocab,guarantee
APEUni_Advanced_Vocab,profitable
APEUni_Advanced_Vocab,beneficial
APEUni_Advanced_Vocab,effective
APEUni_Advanced_Vocab,microbe
APEUni_Advanced_Vocab,experimental
APEUni_Advanced_Vocab,productive
APEUni_Advanced_Vocab,consume
APEUni_Advanced_Vocab,assembly
APEUni_Advanced_Vocab,traditional
APEUni_Advanced_Vocab,assessment
APEUni_Advanced_Vocab,academic
APEUni_Advanced_Vocab,anxiety
APEUni_Advanced_Vocab,primary
APEUni_Advanced_Vocab,acute
APEUni_Advanced_Vocab,perform
APEUni_Advanced_Vocab,intensity
APEUni_Advanced_Vocab,secret
APEUni_Advanced_Vocab,growth
APEUni_Advanced_Vocab,specialize
APEUni_Advanced_Vocab,utilize
APEUni_Advanced_Vocab,capture
APEUni_Advanced_Vocab,contribute
APEUni_Advanced_Vocab,harm
APEUni_Advanced_Vocab,consideration
APEUni_Advanced_Vocab,floor
APEUni_Advanced_Vocab,endure
APEUni_Advanced_Vocab,decrease
APEUni_Advanced_Vocab,ratio
APEUni_Advanced_Vocab,sophisticate
APEUni_Advanced_Vocab,Incentive
APEUni_Advanced_Vocab,scheme
APEUni_Advanced_Vocab,corporate
APEUni_Advanced_Vocab,reward
APEUni_Advanced_Vocab,respond
APEUni_Advanced_Vocab,politician
APEUni_Advanced_Vocab,note
APEUni_Advanced_Vocab,compare
APEUni_Advanced_Vocab,humanity
APEUni_Advanced_Vocab,dark
APEUni_Advanced_Vocab,dispute
APEUni_Advanced_Vocab,range
APEUni_Advanced_Vocab,stress
APEUni_Advanced_Vocab,cycle
APEUni_Advanced_Vocab,production
APEUni_Advanced_Vocab,methane
APEUni_Advanced_Vocab,waste
APEUni_Advanced_Vocab,reuse
APEUni_Advanced_Vocab,toxicology
APEUni_Advanced_Vocab,ongoing
APEUni_Advanced_Vocab,tremendous
APEUni_Advanced_Vocab,versatile
APEUni_Advanced_Vocab,satellite
APEUni_Advanced_Vocab,repair
APEUni_Advanced_Vocab,orbit
APEUni_Advanced_Vocab,prolong
APEUni_Advanced_Vocab,critically
APEUni_Advanced_Vocab,endanger
APEUni_Advanced_Vocab,square
APEUni_Advanced_Vocab,doubt
APEUni_Advanced_Vocab,colleague
APEUni_Advanced_Vocab,protein
APEUni_Advanced_Vocab,trigger
APEUni_Advanced_Vocab,hormone
APEUni_Advanced_Vocab,stimulate
APEUni_Advanced_Vocab,bunch
